,Unnamed: 0.1,Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade) After Normalization,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade After Normalization,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade) After Normalization,Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade) After Normalization,Curricular units 2nd sem (without evaluations),Unemployment rate After Normalization,Inflation rate After Normalization,GDP After Normalization,Target,Avg Grade After Normalization,Total Pass Rate After Normalization,Total Missed Rate After Normalization,Economic Pressure Index After Normalization,Age x Admission grade After Normalization,Scholarship holder x Pass rate After Normalization,Daytime attendance x Pass rate After Normalization
1849,1849,1849,1,43,3,9254,1,1,0.6062200765100134,1,3,3,2,2,0.3958427626408394,0,0,0,1,1,0,19,0,0,6,14,3,0.6622516556291391,0,0,6,9,4,0.5923076923532545,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Enrolled,0.48715804055670425,0.5833333333333334,0.0,0.5884445101534626,0.036345969629275054,0.0,0.5833333333333334
1850,1850,1850,1,7,1,9500,1,3,0.5093554269594185,1,1,1,7,10,0.36979199730022216,1,0,0,0,1,0,23,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Dropout,0.0,0.0,0.0,0.5884445101534626,0.11175978777923357,0.0,0.0
1851,1851,1851,1,1,1,9119,1,1,0.6940179508449652,1,19,38,9,7,0.5215242657352412,0,0,0,1,1,0,18,0,0,5,12,5,0.7038789027814569,0,0,5,16,5,0.7969230769843788,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Dropout,0.6497643029972467,1.0,0.0,0.3057830445224644,0.019233355612918335,0.0,1.0
1852,1852,1852,1,1,1,9147,1,1,0.5475121059982184,1,3,19,3,3,0.3077447616601958,0,0,0,1,1,0,19,0,0,5,6,5,0.6675496688741722,0,0,5,13,5,0.6353846154334912,5,0.46745609300015906,0.10917225156714175,0.34780039212943786,Graduate,0.5175341117109384,1.0,0.3333333333333333,0.5609466851707618,0.03496657975955936,0.0,1.0
1853,1853,1853,1,44,1,9003,1,39,0.7780665087472556,1,3,3,2,10,0.7783389089253667,1,0,0,1,1,0,20,0,0,6,7,6,0.7417218543046358,0,0,6,7,6,0.7897435899838264,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.6717361942904875,1.0,0.0,0.3057830445224644,0.061626983606220764,0.0,1.0
1854,1854,1854,1,39,1,9085,1,1,0.6395773680065004,1,37,37,90,90,0.18240074509487414,0,0,1,0,1,0,35,0,0,5,7,2,0.609271523178808,0,0,5,8,2,0.5653846154281066,0,0.0,0.3374415048438927,0.42151018228875087,Dropout,0.43823543170008816,0.4,0.0,0.25604433168610846,0.33382004418365474,0.0,0.4
1855,1855,1855,4,39,2,9670,1,19,0.5936818197721161,1,19,1,90,90,0.13207896440624722,0,0,0,0,1,0,34,0,0,6,6,0,0.0,0,0,6,9,0,0.0,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Dropout,0.0,0.0,0.0,0.27949835887723573,0.31360909679334603,0.0,0.0
1856,1856,1856,1,1,1,9070,1,1,0.6128497478849576,1,3,3,9,9,0.5535789136387024,1,0,1,0,0,1,19,0,0,6,6,6,0.6269315671523179,0,0,6,8,6,0.6932692308225592,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Graduate,0.5281153814801269,1.0,0.0,0.27949835887723573,0.03881571521206317,1.0,1.0
1857,1857,1857,1,15,1,9238,1,1,0.7078296001028215,26,19,1,9,9,0.6583241649402503,1,0,1,0,1,0,22,1,0,6,10,5,0.609271523178808,0,0,6,8,5,0.6676923077436687,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Graduate,0.5005644924446279,0.8333333333333334,0.0,0.37452760697921644,0.09803535601464647,0.0,0.8333333333333334
1858,1858,1858,1,17,3,9070,1,1,0.573389560059012,1,1,4,4,2,0.5040063132242629,0,0,0,1,1,0,20,0,0,6,6,6,0.7505518765562914,0,0,6,8,6,0.6641025639741618,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.5913467622663022,1.0,0.0,0.2479567361029612,0.05710556428693725,0.0,1.0
1859,1859,1859,2,42,1,9991,0,1,0.573389560059012,1,3,2,2,2,0.4884282858118354,0,0,0,1,1,0,27,0,2,2,2,2,0.6622516556291391,0,0,5,6,2,0.6730769231286983,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Enrolled,0.5382062975115123,0.5714285714285714,0.0,0.5884445101534626,0.19022115869670742,0.0,0.0
1860,1860,1860,2,39,1,9119,1,1,0.4475757310590674,1,19,19,0,5,0.5640419568173058,0,0,1,1,1,0,30,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0.0,0.3374415048438927,0.42151018228875087,Dropout,0.0,0.0,0.0,0.25604433168610846,0.2492500775409433,0.0,0.0
1861,1861,1861,1,39,1,9119,1,1,0.4475757310590674,1,1,1,4,4,0.44140507258312667,0,0,0,1,1,0,34,0,0,5,7,0,0.0,0,0,5,8,1,0.5923076923532545,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Enrolled,0.14839267965069025,0.1,0.0,0.27949835887723573,0.32227597855569023,0.0,0.1
1862,1862,1862,1,1,1,9254,1,1,0.5156591542170132,1,1,1,5,4,0.2629205189103949,1,0,0,0,1,0,20,0,0,6,14,2,0.5562913907284768,0,0,6,16,0,0.0,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Dropout,0.13829572686436353,0.16666666666666666,0.0,0.27949835887723573,0.053132102929821845,0.0,0.16666666666666666
1863,1863,1863,1,17,1,9070,1,1,0.5539488427689498,1,37,38,9,5,0.5017953138590805,1,0,0,1,1,0,18,0,0,6,6,6,0.6269315671523179,0,0,6,6,6,0.7089743592083827,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.5382062975115123,1.0,0.0,0.25604433168610846,0.01894070873462561,0.0,1.0
1864,1864,1864,1,1,1,9130,1,1,0.6395773680065004,1,9,19,4,4,0.5017953138590805,0,0,0,1,1,1,26,0,0,5,9,0,0.0,0,0,5,6,0,0.0,0,0.0,0.3374415048438927,0.42151018228875087,Dropout,0.0,0.0,0.0,0.25604433168610846,0.17145436838555728,0.0,0.0
1865,1865,1865,1,39,1,9991,0,1,0.573389560059012,1,1,1,3,7,0.5947925105984773,0,0,0,1,1,0,26,0,0,5,5,5,0.656953642384106,0,0,5,5,5,0.6676923077436687,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Graduate,0.5312782748730625,1.0,0.0,0.7607102960745002,0.17344692460066075,0.0,0.0
1866,1866,1866,1,39,2,9147,1,1,0.573389560059012,1,19,19,5,9,0.38846484354400346,0,0,0,0,1,0,26,0,0,5,5,2,0.5562913907284768,0,0,5,9,0,0.0,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Dropout,0.13829572686436353,0.2,0.0,0.27949835887723573,0.16902615182737735,0.0,0.2
1867,1867,1867,1,39,1,9991,0,1,0.3881653984855126,1,37,37,9,6,0.7224221975856828,0,0,1,0,1,0,31,0,0,5,9,0,0.0,0,0,5,6,0,0.0,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Dropout,0.0,0.0,0.0,0.3057830445224644,0.27241162002398933,0.0,0.0
1868,1868,1868,1,1,3,171,1,1,0.6328642957489701,1,37,19,9,8,0.616755627628681,1,0,0,1,1,1,20,0,6,12,12,12,0.7726269313907285,0,4,11,14,11,0.7717948716747536,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Graduate,0.681284630889452,1.0,0.0,0.13109097992648266,0.058963844842630064,1.0,1.0
1869,1869,1869,1,1,1,9773,1,1,0.7078296001028215,1,19,11,0,0,0.5006880222359307,1,0,0,1,1,0,19,0,0,6,6,6,0.6181015454304636,0,0,6,10,3,0.6820512822832347,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.5152579548985018,0.75,0.0,0.25604433168610846,0.037987578829976,0.0,0.75
1870,1870,1870,1,17,1,9670,1,1,0.5936818197721161,1,34,3,7,2,0.4951335563373611,1,0,1,0,1,0,23,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0.0,0.3374415048438927,0.42151018228875087,Dropout,0.0,0.0,0.0,0.25604433168610846,0.11413548071085533,0.0,0.0
1871,1871,1871,1,1,6,9500,1,1,0.5030742324882614,1,1,1,4,4,0.3050801580428555,1,0,0,1,1,1,20,0,0,7,14,1,0.6887417218543046,0,0,7,15,0,0.0,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Dropout,0.1915982102159645,0.07142857142857142,0.0,0.2479567361029612,0.05382695804312099,0.07142857142857142,0.07142857142857142
1872,1872,1872,1,51,1,9500,1,1,0.8502162971114177,1,1,1,4,10,0.43079167006860786,0,0,0,1,1,0,20,0,0,7,7,7,0.8296688741721855,0,7,10,11,9,0.8082905982929455,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.7498611134250183,0.9411764705882353,0.0,0.2479567361029612,0.05589887537280225,0.0,0.9411764705882353
1873,1873,1873,1,39,1,8014,0,1,0.5936818197721161,1,34,34,0,0,0.04291983745059369,1,0,0,1,1,0,29,0,0,6,10,0,0.0,1,0,5,10,0,0.0,0,0.0,0.3374415048438927,0.42151018228875087,Dropout,0.0,0.0,0.06060606060606061,0.25604433168610846,0.21768068820365793,0.0,0.0
1874,1874,1874,1,1,4,9773,1,1,0.5930240300769907,1,19,19,7,7,0.5366092659134054,1,0,0,1,1,1,20,0,0,6,6,6,0.6445916116556292,0,0,6,8,4,0.6865384615912723,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.5353150973429558,0.8333333333333334,0.0,0.33045021105106365,0.0576429106411962,0.8333333333333334,0.8333333333333334
1875,1875,1875,1,1,1,9500,1,1,0.5410972836775345,1,37,37,9,9,0.3546139217516462,0,0,0,1,1,0,24,0,0,7,7,6,0.704635761589404,0,0,7,7,6,0.716153846208935,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.5949630745318369,0.8571428571428571,0.0,0.25604433168610846,0.13041502505902997,0.0,0.8571428571428571
1876,1876,1876,1,39,1,9556,1,19,0.5936818197721161,1,42,1,3,7,0.24333409000570683,0,0,0,1,1,0,37,0,0,7,15,0,0.0,0,0,7,13,0,0.0,1,0.19024375877913452,0.13894650199454403,0.5225639268620026,Dropout,0.0,0.0,0.047619047619047616,0.2479567361029612,0.3732799558038953,0.0,0.0
1877,1877,1877,1,1,5,9500,1,1,0.659840070025209,1,37,19,4,4,0.41044560522705353,1,0,0,1,1,0,18,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,0.0,0.3374415048438927,0.42151018228875087,Dropout,0.0,0.0,0.0,0.25604433168610846,0.017585684543177382,0.0,0.0
1878,1878,1878,1,1,2,171,1,1,0.5539488427689498,1,2,19,5,5,0.5907466277514004,1,0,1,0,1,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Dropout,0.0,0.0,0.0,0.37452760697921644,0.020260156645189986,0.0,0.0
1879,1879,1879,1,17,1,9500,1,1,0.7567914569076971,1,19,3,4,9,0.5826053622385423,0,0,0,1,1,0,18,0,0,8,8,7,0.718259224370861,0,0,8,8,7,0.7300000002100001,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Graduate,0.6137056025259634,0.875,0.0,0.5884445101534626,0.020139394226960927,0.0,0.875
1880,1880,1880,2,44,1,9119,1,39,0.7780665087472556,1,37,37,9,9,0.7783389089253667,0,0,1,1,1,0,41,0,3,7,15,5,0.7593818982781457,0,1,6,16,6,0.7881118883683164,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Enrolled,0.6833172568143633,0.8461538461538461,0.0,0.3057830445224644,0.46676109314672154,0.0,0.8461538461538461
1881,1881,1881,1,39,1,9003,1,1,0.6395773680065004,1,37,37,9,4,0.5947925105984773,0,0,0,1,1,0,35,0,0,6,16,4,0.6357615894039735,0,0,6,11,3,0.5564102562735701,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Dropout,0.44892162204876257,0.5833333333333334,0.0,0.37452760697921644,0.34571452270549474,0.0,0.5833333333333334
1882,1882,1882,1,17,1,9254,1,1,0.5604073954142103,1,19,38,9,9,0.34694315726775216,0,0,0,1,0,0,19,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Dropout,0.0,0.0,0.0,0.13109097992648266,0.03558032660067151,0.0,0.0
1883,1883,1883,1,1,1,171,1,1,0.6734506179271283,1,1,19,10,5,0.6963799742388623,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Graduate,0.0,0.0,0.0,0.27949835887723573,0.021827055347524382,0.0,0.0
1884,1884,1884,2,39,1,9500,1,1,0.5936818197721161,1,37,37,191,172,0.3077447616601958,0,0,0,1,0,0,48,0,0,7,11,4,0.6225165562913907,0,0,7,14,3,0.6313461538947189,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Enrolled,0.4863251489065526,0.5,0.0,0.2479567361029612,0.5831911351251577,0.0,0.5
1885,1885,1885,1,1,1,9500,1,1,0.5864578351256783,1,19,2,9,3,0.4425777023108708,1,0,0,1,0,0,19,0,0,7,7,6,0.6454746135099337,0,0,7,7,6,0.6560256408966174,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.5163955130056775,0.8571428571428571,0.0,0.25604433168610846,0.037077719517184304,0.0,0.8571428571428571
1886,1886,1886,1,44,1,9003,1,39,0.7780665087472556,1,37,37,9,7,0.7783389089253667,1,0,0,0,1,0,30,0,4,9,18,6,0.6269315671523179,0,1,8,21,4,0.5923076923532545,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Dropout,0.46515015429760975,0.5882352941176471,0.0,0.7607102960745002,0.25454798814931634,0.0,0.5882352941176471
1887,1887,1887,2,43,1,9773,1,1,0.7780665087472556,1,37,37,5,0,0.7783389089253667,0,0,1,0,1,0,51,0,0,4,4,0,0.0,0,0,4,4,0,0.0,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Dropout,0.0,0.0,0.0,0.5884445101534626,0.6596820976898173,0.0,0.0
1888,1888,1888,1,10,1,9085,1,1,0.9573427602070835,22,2,19,2,8,0.9625451535088416,0,0,0,1,0,0,18,1,0,6,8,6,0.7947019867549668,0,0,6,10,5,0.7717948716747536,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.6973230085444508,0.9166666666666666,0.0,0.2479567361029612,0.025775182410356923,0.0,0.9166666666666666
1889,1889,1889,1,1,1,171,1,1,0.7009138174381458,1,1,1,9,3,0.7443190122467094,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Graduate,0.0,0.0,0.0,0.27949835887723573,0.0225381529217602,0.0,0.0
1890,1890,1890,1,1,1,171,1,1,0.6802862732229971,1,40,43,4,4,0.6927321570419274,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.0,0.0,0.0,0.2479567361029612,0.021772945918804243,0.0,0.0
1891,1891,1891,1,1,5,9500,1,1,0.6328642957489701,1,38,37,7,7,0.44608769293468953,1,0,0,1,0,1,18,0,0,8,8,8,0.7117880794701987,0,0,8,8,8,0.723423076978725,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.6047728000766661,1.0,0.0,0.33045021105106365,0.018114376881673055,1.0,1.0
1892,1892,1892,1,1,1,9130,1,1,0.7217206111175718,1,2,22,4,3,0.6545306356306,1,0,0,1,0,0,18,0,0,5,8,4,0.7152317880794702,2,0,5,9,0,0.0,3,0.1739371508837802,0.2183445031342835,0.5059197806969964,Dropout,0.20309018402617207,0.4,0.3333333333333333,0.27949835887723573,0.02120628854859863,0.0,0.4
1893,1893,1893,1,1,1,171,1,1,0.6871420769563974,1,2,3,4,8,0.6468992381358838,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Enrolled,0.0,0.0,0.0,0.3057830445224644,0.021093089192248726,0.0,0.0
1894,1894,1894,1,18,1,171,1,1,0.5156591542170132,1,1,1,4,3,0.32882815833485424,1,0,0,1,0,0,23,0,15,17,18,17,0.609271523178808,0,16,17,17,17,0.6556561087427428,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.49305405921667794,1.0,0.0,0.3057830445224644,0.11098336929976271,0.0,1.0
1895,1895,1895,1,1,1,9070,1,1,0.5347044756186706,1,19,19,7,9,0.5117074099880696,1,0,0,1,0,0,19,0,0,6,10,2,0.5562913907284768,0,0,6,6,3,0.5923076923532545,0,0.0,0.3374415048438927,0.42151018228875087,Enrolled,0.42240641111648675,0.4166666666666667,0.0,0.25604433168610846,0.03816011432075417,0.0,0.4166666666666667
1896,1896,1896,1,1,1,9085,1,1,0.41756656824806054,1,19,37,8,8,0.12582409152806306,0,1,0,1,0,0,21,0,0,6,13,4,0.6357615894039735,0,0,6,17,2,0.6192307692784024,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Enrolled,0.48715804055670425,0.5,0.0,0.2479567361029612,0.0696269233580924,0.0,0.5
1897,1897,1897,1,1,1,9773,1,1,0.5156591542170132,1,3,3,2,2,0.26845296395652696,1,0,1,0,0,0,18,0,0,6,7,5,0.6463576158940397,0,0,6,11,4,0.6192307692784024,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Dropout,0.4938424146221957,0.75,0.0,0.2479567361029612,0.015479454903143952,0.0,0.75
1898,1898,1898,1,1,1,171,1,1,0.659840070025209,1,12,12,4,1,0.7382382910319123,1,1,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.0,0.0,0.0,0.2479567361029612,0.022447955323203095,0.0,0.0
1899,1899,1899,1,53,1,9085,1,42,0.7078296001028215,1,3,1,2,8,0.7250764156535183,1,0,0,1,0,0,21,0,7,11,15,10,0.7682119205298014,0,4,9,15,8,0.7538461539041421,0,0.0706619675465357,0.2183445031342835,0.6111345618114996,Graduate,0.6654017261353024,0.9,0.0,0.13109097992648266,0.07999734463423303,0.0,0.9
1900,1900,1900,1,43,1,9773,1,1,0.5475121059982184,1,1,37,3,0,0.23625350539242618,0,0,1,1,0,0,20,0,0,6,7,6,0.7064017658278146,0,0,6,8,6,0.6820512822832347,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.5734027731227083,1.0,0.0,0.3057830445224644,0.052692589900757314,0.0,1.0
1901,1901,1901,1,42,1,9085,1,1,0.5936818197721161,1,1,9,4,4,0.46804648712467056,0,0,0,1,0,0,24,0,5,11,29,9,0.6357615894039735,6,4,10,21,9,0.6760683763596976,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.5228613107343589,0.8571428571428571,0.19047619047619047,0.33045021105106365,0.13265847494672295,0.0,0.8571428571428571
1902,1902,1902,1,1,1,9130,1,1,0.5539488427689498,1,1,1,4,4,0.3748036393938996,1,0,0,1,0,0,18,0,0,6,9,6,0.8013245033112583,0,0,6,9,6,0.7538461539041421,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Graduate,0.6892844220719382,1.0,0.0,0.37452760697921644,0.017056994012491222,0.0,1.0
1903,1903,1903,1,17,1,9500,1,1,0.7780665087472556,1,19,1,4,10,0.7179821250641325,1,0,0,1,0,0,18,0,0,7,7,6,0.6949227374834438,0,0,7,7,6,0.706282051515868,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.5817480673378986,0.8571428571428571,0.0,0.25604433168610846,0.022147488082274125,0.0,0.8571428571428571
1904,1904,1904,1,1,1,9773,1,1,0.5156591542170132,1,19,1,7,9,0.3430870505301584,1,0,0,1,0,0,19,0,0,6,7,6,0.6799116996026491,0,0,6,7,6,0.6282051284329389,0,0.19024375877913452,0.13894650199454403,0.5225639268620026,Graduate,0.5209561429977652,1.0,0.0,0.2479567361029612,0.03551994980992523,0.0,1.0
1905,1905,1905,1,44,1,9238,1,39,0.7078296001028215,1,1,37,4,8,0.6497679746364788,1,0,0,1,0,1,20,0,3,6,6,6,0.7064017658278146,0,2,6,6,6,0.7628205130586786,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Graduate,0.627920609981911,1.0,0.0,0.37452760697921644,0.05950793863926579,1.0,1.0
1906,1906,1906,1,1,6,9500,1,1,0.4905798745110824,1,4,12,5,9,0.3672772896003913,1,0,0,1,0,0,18,0,0,7,7,7,0.7352128667549669,0,0,8,8,8,0.8433653846802589,0,0.2609057263256703,0.1290217518520766,0.5088919496550333,Graduate,0.7053216680400427,1.0,0.0,0.3057830445224644,0.016945352867749452,0.0,1.0
1907,1907,1907,1,1,6,9500,1,1,0.646311076714472,1,19,1,9,10,0.4519114994691975,1,0,0,1,0,0,18,0,0,8,8,7,0.6857899713907285,0,0,8,8,7,0.6969999998228462,0,0.1739371508837802,0.2183445031342835,0.5059197806969964,Graduate,0.5694351423917521,0.875,0.0,0.27949835887723573,0.018200763569257983,0.0,0.875
1908,1908,1908,1,17,1,9853,1,1,0.4597460283227285,1,2,19,3,9,0.17941424898395297,1,0,0,1,0,0,19,0,0,6,8,5,0.6534216333774835,0,0,6,8,5,0.5923076923532545,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Enrolled,0.4816165891598198,0.8333333333333334,0.0,0.7607102960745002,0.03295725142985151,0.0,0.8333333333333334
1909,1909,1909,1,1,1,9500,1,1,0.6940179508449652,1,3,3,2,2,0.5671597873565801,1,0,0,1,0,0,19,0,0,7,7,6,0.7558498898013245,0,0,7,7,6,0.7682051284437081,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.6666666236648595,0.8571428571428571,0.0,0.25604433168610846,0.039028357036165806,0.0,0.8571428571428571
1910,1910,1910,1,1,2,9670,1,1,0.5093554269594185,1,3,19,4,5,0.31172939892374174,1,0,0,1,0,0,18,0,0,6,8,5,0.6887417218543046,0,0,6,8,5,0.7538461539041421,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Graduate,0.6095197417123825,0.8333333333333334,0.0,0.37452760697921644,0.01612139035294846,0.0,0.8333333333333334
1911,1911,1911,1,1,2,9500,1,1,0.5864578351256783,1,37,37,5,7,0.4600103769207706,1,0,0,1,0,0,20,0,0,8,8,8,0.6613907284768212,0,0,8,8,8,0.672201923128631,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.5370779610544282,1.0,0.0,0.33045021105106365,0.05638044419734617,0.0,1.0
1912,1912,1912,1,1,2,9556,1,1,0.5410972836775345,1,38,1,9,3,0.3222837741448288,1,0,0,1,0,0,18,0,0,7,8,7,0.7114474929801324,0,0,8,8,8,0.8245192308326554,0,0.46745609300015906,0.10917225156714175,0.34780039212943786,Graduate,0.6745721334532416,1.0,0.0,0.5609466851707618,0.016277947324660424,0.0,1.0
1913,1913,1913,2,17,3,8014,0,1,0.5283337828952374,1,19,37,3,3,0.2807994821183435,0,0,1,0,0,0,18,0,0,6,9,3,0.5651214129801324,0,0,6,12,0,0.0,0,0.0,0.3374415048438927,0.42151018228875087,Dropout,0.1416295591062481,0.25,0.0,0.25604433168610846,0.015662595397404333,0.0,0.0
1914,1914,1914,1,1,1,9853,1,1,0.6530653382772872,1,12,12,9,4,0.5171728767307364,1,0,0,1,0,0,18,0,0,6,8,5,0.8158940397350993,0,0,6,7,5,0.6569230769736095,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.6316280350642397,0.8333333333333334,0.0,0.25604433168610846,0.01916880984199254,0.0,0.8333333333333334
1915,1915,1915,1,1,4,9500,1,1,0.6940179508449652,1,1,37,4,8,0.5106107979070771,1,0,0,1,0,0,18,0,0,7,7,6,0.7125827814569536,0,0,7,7,6,0.7242307692864793,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.6058668798214751,0.8571428571428571,0.0,0.25604433168610846,0.019071472087057062,0.0,0.8571428571428571
1916,1916,1916,1,17,5,9500,1,1,0.6128497478849576,1,19,38,5,8,0.49178639045932826,1,0,0,1,0,1,18,0,0,7,7,6,0.6675496688741722,0,0,7,7,6,0.6784615385137278,0,0.0,0.3374415048438927,0.42151018228875087,Graduate,0.5451715116258767,0.8571428571428571,0.0,0.25604433168610846,0.018792242652575508,0.8571428571428571,0.8571428571428571
1917,1917,1917,1,1,4,9500,1,1,0.5283337828952374,1,19,38,9,10,0.3275224610911387,1,0,0,1,0,0,20,0,0,7,7,7,0.661494796821192,0,0,8,12,8,0.6966346154382027,0,0.46745609300015906,0.10917225156714175,0.34780039212943786,Graduate,0.5529890123434946,1.0,0.0,0.5609466851707618,0.05419684140427389,0.0,1.0
1918,1918,1918,1,1,2,9070,1,1,0.6062200765100134,1,19,37,9,9,0.532322066026385,1,0,0,1,0,1,22,0,0,6,10,5,0.5721854304635762,0,0,6,7,5,0.6892307692837871,0,0.2772123342210246,0.4466137564110344,0.3014345563840636,Graduate,0.49049550952957816,0.8333333333333334,0.0,0.5884445101534626,0.0957509787056805,0.8333333333333334,0.8333333333333334
1919,1919,1919,1,43,1,9670,1,1,0.7147652230092925,1,19,19,1,1,0.08430784005798841,0,0,1,1,0,0,20,0,0,6,12,5,0.6463576158940397,0,0,6,8,5,0.7861538462143196,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Enrolled,0.6022231421399749,0.8333333333333334,0.0,0.37452760697921644,0.05018829373803296,0.0,0.8333333333333334
1920,1920,1920,1,44,1,9085,1,39,0.6395773680065004,1,1,1,3,7,0.5947925105984773,1,0,0,1,0,0,20,0,2,6,11,5,0.752317880794702,0,0,6,12,2,0.7269230769789942,0,0.3424387658024422,0.049623750712337156,0.44944857049429693,Enrolled,0.635344524018939,0.5833333333333334,0.0,0.37452760697921644,0.0586018591974381,0.0,0.5833333333333334
1921,1921,1921,1,1,2,9238,1,1,0.6128497478849576,1,37,38,9,8,0.586684283155531,1,0,0,1,0,0,18,0,0,6,7,6,0.7328918320529801,0,0,6,6,6,0.7538461539041421,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.6403139272222161,1.0,0.0,0.33045021105106365,0.02019989837744257,0.0,1.0
1922,1922,1922,1,1,1,9853,1,1,0.6530653382772872,1,19,1,9,1,0.5171728767307364,0,0,0,1,0,0,18,0,0,6,8,5,0.6781456953642384,0,0,6,14,3,0.5384615385029586,0,0.0978396473721263,0.0,0.217024957975818,Enrolled,0.46406083614594895,0.6666666666666666,0.0,0.33045021105106365,0.01916880984199254,0.0,0.6666666666666666
1923,1923,1923,1,17,3,9147,1,1,0.6530653382772872,1,37,38,5,1,0.4816790152607453,0,0,0,1,0,0,18,0,0,5,5,5,0.6993377483443708,0,0,5,6,4,0.6730769231286983,0,0.0978396473721263,0.0,0.217024957975818,Graduate,0.562746762513595,0.9,0.0,0.33045021105106365,0.018642316198389464,0.0,0.9
1924,1924,1924,1,17,1,9670,1,1,0.5539488427689498,1,1,38,4,7,0.4378792493920365,0,0,1,1,0,1,18,0,0,6,7,1,0.7417218543046358,0,0,6,6,0,0.0,0,0.4294073412443323,0.3572910051288275,0.1611481815647259,Dropout,0.21485327470081786,0.08333333333333333,0.0,0.7607102960745002,0.017992617986751613,0.08333333333333333,0.08333333333333333
